datetime_utc,station_name,latitude,longitude,temperature,humidity,rainfall,wind_speed,wind_direction,datetime_ist
2026-06-17 23:00:00,Byrnihat,26.0715,91.8746,23.23,95.29,0.19,1.49,211.0,2026-06-18 04:30:00
2026-06-18 00:00:00,Byrnihat,26.0715,91.8746,24.37,89.34,0.16,1.93,227.3,2026-06-18 05:30:00
2026-06-18 01:00:00,Byrnihat,26.0715,91.8746,25.77,81.67,0.07,2.45,238.2,2026-06-18 06:30:00
2026-06-18 02:00:00,Byrnihat,26.0715,91.8746,27.88,71.39,0.15,2.89,245.7,2026-06-18 07:30:00
2026-06-18 03:00:00,Byrnihat,26.0715,91.8746,29.83,63.61,0.89,3.05,250.9,2026-06-18 08:30:00
2026-06-18 04:00:00,Byrnihat,26.0715,91.8746,31.28,58.63,4.71,3.17,258.0,2026-06-18 09:30:00
2026-06-18 05:00:00,Byrnihat,26.0715,91.8746,32.14,55.59,4.22,3.35,265.9,2026-06-18 10:30:00
2026-06-18 06:00:00,Byrnihat,26.0715,91.8746,32.5,54.75,5.26,3.52,269.2,2026-06-18 11:30:00
2026-06-18 07:00:00,Byrnihat,26.0715,91.8746,32.26,56.12,7.09,3.54,266.3,2026-06-18 12:30:00
2026-06-18 08:00:00,Byrnihat,26.0715,91.8746,31.63,59.13,7.79,3.41,259.0,2026-06-18 13:30:00
2026-06-18 09:00:00,Byrnihat,26.0715,91.8746,31.5,60.4,4.94,3.29,251.4,2026-06-18 14:30:00
2026-06-18 10:00:00,Byrnihat,26.0715,91.8746,30.88,63.61,7.93,2.87,246.8,2026-06-18 15:30:00
2026-06-18 11:00:00,Byrnihat,26.0715,91.8746,29.83,70.23,11.54,2.24,240.9,2026-06-18 16:30:00
2026-06-18 12:00:00,Byrnihat,26.0715,91.8746,28.39,80.39,15.82,1.46,232.5,2026-06-18 17:30:00
2026-06-18 13:00:00,Byrnihat,26.0715,91.8746,27.19,86.83,12.67,1.29,225.0,2026-06-18 18:30:00
2026-06-18 14:00:00,Byrnihat,26.0715,91.8746,26.47,89.28,10.16,1.47,210.8,2026-06-18 19:30:00
2026-06-18 15:00:00,Byrnihat,26.0715,91.8746,25.93,90.22,5.78,1.68,199.1,2026-06-18 20:30:00
2026-06-18 16:00:00,Byrnihat,26.0715,91.8746,25.47,90.77,1.48,1.88,196.4,2026-06-18 21:30:00
2026-06-18 17:00:00,Byrnihat,26.0715,91.8746,25.02,91.48,0.43,1.93,200.6,2026-06-18 22:30:00
2026-06-18 18:00:00,Byrnihat,26.0715,91.8746,24.6,92.27,0.6,1.93,207.8,2026-06-18 23:30:00
2026-06-18 19:00:00,Byrnihat,26.0715,91.8746,24.2,93.01,0.15,1.9,212.5,2026-06-19 00:30:00
2026-06-18 20:00:00,Byrnihat,26.0715,91.8746,23.81,93.81,0.06,1.83,212.5,2026-06-19 01:30:00
2026-06-18 21:00:00,Byrnihat,26.0715,91.8746,23.47,94.7,0.12,1.76,212.0,2026-06-19 02:30:00
2026-06-18 22:00:00,Byrnihat,26.0715,91.8746,23.2,95.27,0.43,1.74,211.1,2026-06-19 03:30:00
2026-06-18 23:00:00,Byrnihat,26.0715,91.8746,23.22,95.23,0.39,1.75,213.3,2026-06-19 04:30:00
2026-06-04 00:00:00,Guwahati,26.1445,91.7362,25.05,86.14,0.12,1.96,194.7,2026-06-04 05:30:00
2026-06-04 01:00:00,Guwahati,26.1445,91.7362,26.62,77.27,0.03,2.44,206.8,2026-06-04 06:30:00
2026-06-04 02:00:00,Guwahati,26.1445,91.7362,28.9,66.35,0.0,3.06,230.8,2026-06-04 07:30:00
2026-06-04 03:00:00,Guwahati,26.1445,91.7362,30.6,60.38,0.04,3.42,246.6,2026-06-04 08:30:00
2026-06-04 04:00:00,Guwahati,26.1445,91.7362,31.91,56.38,0.48,3.6,254.2,2026-06-04 09:30:00
2026-06-04 05:00:00,Guwahati,26.1445,91.7362,32.78,53.67,1.88,3.7,257.1,2026-06-04 10:30:00
2026-06-04 06:00:00,Guwahati,26.1445,91.7362,33.1,52.46,2.06,3.85,257.6,2026-06-04 11:30:00
2026-06-04 07:00:00,Guwahati,26.1445,91.7362,33.34,51.85,1.49,4.01,257.9,2026-06-04 12:30:00
2026-06-04 08:00:00,Guwahati,26.1445,91.7362,33.29,51.83,1.58,4.0,258.5,2026-06-04 13:30:00
2026-06-04 09:00:00,Guwahati,26.1445,91.7362,32.81,53.57,1.09,3.68,257.4,2026-06-04 14:30:00
2026-06-04 10:00:00,Guwahati,26.1445,91.7362,32.21,57.38,0.66,3.07,259.1,2026-06-04 15:30:00
2026-06-04 11:00:00,Guwahati,26.1445,91.7362,31.13,65.88,3.1,2.04,264.7,2026-06-04 16:30:00
2026-06-04 12:00:00,Guwahati,26.1445,91.7362,29.51,77.45,7.2,1.44,269.2,2026-06-04 17:30:00
2026-06-04 13:00:00,Guwahati,26.1445,91.7362,28.52,80.16,5.3,1.22,269.1,2026-06-04 18:30:00
2026-06-04 14:00:00,Guwahati,26.1445,91.7362,28.49,75.08,7.18,0.55,246.3,2026-06-04 19:30:00
2026-06-04 15:00:00,Guwahati,26.1445,91.7362,27.38,82.47,6.51,0.85,157.1,2026-06-04 20:30:00
2026-06-04 16:00:00,Guwahati,26.1445,91.7362,26.3,88.21,5.5,1.4,150.9,2026-06-04 21:30:00
2026-06-04 17:00:00,Guwahati,26.1445,91.7362,25.64,89.62,8.72,1.54,160.6,2026-06-04 22:30:00
2026-06-04 18:00:00,Guwahati,26.1445,91.7362,25.18,90.67,12.34,1.55,182.2,2026-06-04 23:30:00
2026-06-04 19:00:00,Guwahati,26.1445,91.7362,24.83,91.43,14.63,1.57,199.7,2026-06-05 00:30:00
2026-06-04 20:00:00,Guwahati,26.1445,91.7362,24.51,92.19,9.91,1.59,206.6,2026-06-05 01:30:00
2026-06-04 21:00:00,Guwahati,26.1445,91.7362,24.26,92.59,4.57,1.51,210.1,2026-06-05 02:30:00
2026-06-04 22:00:00,Guwahati,26.1445,91.7362,24.11,92.15,2.79,1.31,206.2,2026-06-05 03:30:00
2026-06-04 23:00:00,Guwahati,26.1445,91.7362,24.1,91.88,2.04,1.02,187.9,2026-06-05 04:30:00
2026-06-05 00:00:00,Guwahati,26.1445,91.7362,24.88,88.01,0.19,1.12,164.0,2026-06-05 05:30:00
2026-06-05 01:00:00,Guwahati,26.1445,91.7362,26.14,80.54,0.03,1.2,170.9,2026-06-05 06:30:00
2026-06-05 02:00:00,Guwahati,26.1445,91.7362,28.27,68.92,0.05,1.11,216.6,2026-06-05 07:30:00
2026-06-05 03:00:00,Guwahati,26.1445,91.7362,30.39,59.82,0.17,1.54,259.1,2026-06-05 08:30:00
2026-06-05 04:00:00,Guwahati,26.1445,91.7362,31.9,54.44,1.64,1.95,268.8,2026-06-05 09:30:00
2026-06-05 05:00:00,Guwahati,26.1445,91.7362,32.8,51.59,3.12,2.3,264.0,2026-06-05 10:30:00
2026-06-05 06:00:00,Guwahati,26.1445,91.7362,33.42,49.87,2.46,2.61,260.3,2026-06-05 11:30:00
2026-06-05 07:00:00,Guwahati,26.1445,91.7362,33.75,48.98,1.66,2.78,257.8,2026-06-05 12:30:00
2026-06-05 08:00:00,Guwahati,26.1445,91.7362,33.72,49.31,1.28,2.88,257.4,2026-06-05 13:30:00
2026-06-05 09:00:00,Guwahati,26.1445,91.7362,33.38,50.78,0.97,2.8,258.4,2026-06-05 14:30:00
2026-06-05 10:00:00,Guwahati,26.1445,91.7362,32.64,54.82,1.93,2.38,265.9,2026-06-05 15:30:00
2026-06-05 11:00:00,Guwahati,26.1445,91.7362,31.42,61.62,6.3,1.85,275.9,2026-06-05 16:30:00
2026-06-05 12:00:00,Guwahati,26.1445,91.7362,29.82,74.38,5.74,1.03,301.1,2026-06-05 17:30:00
2026-06-05 13:00:00,Guwahati,26.1445,91.7362,28.76,78.42,4.33,0.73,342.6,2026-06-05 18:30:00
2026-06-05 14:00:00,Guwahati,26.1445,91.7362,28.32,75.78,3.31,0.41,39.1,2026-06-05 19:30:00
2026-06-05 15:00:00,Guwahati,26.1445,91.7362,27.29,82.1,1.92,0.7,119.1,2026-06-05 20:30:00
2026-06-05 16:00:00,Guwahati,26.1445,91.7362,26.38,86.72,0.57,1.17,134.0,2026-06-05 21:30:00
2026-06-05 17:00:00,Guwahati,26.1445,91.7362,25.73,88.7,0.95,1.38,137.6,2026-06-05 22:30:00
2026-06-05 18:00:00,Guwahati,26.1445,91.7362,25.31,89.51,1.7,1.41,142.8,2026-06-05 23:30:00
2026-06-05 19:00:00,Guwahati,26.1445,91.7362,24.97,89.9,2.05,1.33,146.7,2026-06-06 00:30:00
2026-06-05 20:00:00,Guwahati,26.1445,91.7362,24.71,89.99,1.72,1.23,147.0,2026-06-06 01:30:00
2026-06-05 21:00:00,Guwahati,26.1445,91.7362,24.49,89.91,2.57,1.09,144.7,2026-06-06 02:30:00
2026-06-05 22:00:00,Guwahati,26.1445,91.7362,24.18,90.84,3.32,1.0,148.5,2026-06-06 03:30:00
2026-06-05 23:00:00,Guwahati,26.1445,91.7362,24.0,92.44,5.06,0.95,155.1,2026-06-06 04:30:00
2026-06-06 00:00:00,Guwahati,26.1445,91.7362,24.9,89.31,1.15,1.04,153.7,2026-06-06 05:30:00
2026-06-06 01:00:00,Guwahati,26.1445,91.7362,26.55,79.82,0.3,0.83,158.7,2026-06-06 06:30:00
2026-06-06 02:00:00,Guwahati,26.1445,91.7362,28.95,67.17,1.39,0.77,255.8,2026-06-06 07:30:00
2026-06-06 03:00:00,Guwahati,26.1445,91.7362,30.65,59.7,2.02,1.84,282.9,2026-06-06 08:30:00
2026-06-06 04:00:00,Guwahati,26.1445,91.7362,31.8,55.72,2.51,2.46,283.6,2026-06-06 09:30:00
2026-06-06 05:00:00,Guwahati,26.1445,91.7362,32.64,53.23,3.05,2.82,280.8,2026-06-06 10:30:00
2026-06-06 06:00:00,Guwahati,26.1445,91.7362,33.13,51.89,2.55,3.08,277.1,2026-06-06 11:30:00
2026-06-06 07:00:00,Guwahati,26.1445,91.7362,33.32,51.28,1.25,3.21,273.9,2026-06-06 12:30:00
2026-06-06 08:00:00,Guwahati,26.1445,91.7362,33.25,51.63,1.61,3.19,271.6,2026-06-06 13:30:00
2026-06-06 09:00:00,Guwahati,26.1445,91.7362,33.0,52.69,1.59,3.06,269.1,2026-06-06 14:30:00
2026-06-06 10:00:00,Guwahati,26.1445,91.7362,32.23,56.73,3.45,2.62,269.6,2026-06-06 15:30:00
2026-06-06 11:00:00,Guwahati,26.1445,91.7362,30.96,65.0,5.12,1.9,274.8,2026-06-06 16:30:00
2026-06-06 12:00:00,Guwahati,26.1445,91.7362,29.34,78.96,6.76,1.16,288.6,2026-06-06 17:30:00
2026-06-06 13:00:00,Guwahati,26.1445,91.7362,28.32,82.85,2.98,0.95,310.7,2026-06-06 18:30:00
2026-06-06 14:00:00,Guwahati,26.1445,91.7362,28.07,78.78,2.33,0.62,336.3,2026-06-06 19:30:00
2026-06-06 15:00:00,Guwahati,26.1445,91.7362,27.82,77.43,0.71,0.21,100.8,2026-06-06 20:30:00
2026-06-06 16:00:00,Guwahati,26.1445,91.7362,26.68,84.21,2.24,0.88,140.5,2026-06-06 21:30:00
2026-06-06 17:00:00,Guwahati,26.1445,91.7362,25.88,88.93,4.33,1.23,142.9,2026-06-06 22:30:00
2026-06-06 18:00:00,Guwahati,26.1445,91.7362,25.28,91.08,5.68,1.38,152.9,2026-06-06 23:30:00
2026-06-06 19:00:00,Guwahati,26.1445,91.7362,24.84,92.47,5.81,1.46,164.1,2026-06-07 00:30:00
2026-06-06 20:00:00,Guwahati,26.1445,91.7362,24.5,93.19,5.66,1.49,173.8,2026-06-07 01:30:00
2026-06-06 21:00:00,Guwahati,26.1445,91.7362,24.2,93.79,5.5,1.48,177.3,2026-06-07 02:30:00
2026-06-06 22:00:00,Guwahati,26.1445,91.7362,24.0,94.03,4.08,1.4,176.3,2026-06-07 03:30:00
2026-06-06 23:00:00,Guwahati,26.1445,91.7362,24.03,94.35,2.9,1.22,170.5,2026-06-07 04:30:00
2026-06-07 00:00:00,Guwahati,26.1445,91.7362,25.18,89.49,1.52,1.21,166.6,2026-06-07 05:30:00
2026-06-07 01:00:00,Guwahati,26.1445,91.7362,26.8,81.69,1.1,1.03,205.3,2026-06-07 06:30:00
2026-06-07 02:00:00,Guwahati,26.1445,91.7362,29.1,70.39,1.65,1.64,258.4,2026-06-07 07:30:00
2026-06-07 03:00:00,Guwahati,26.1445,91.7362,30.67,63.03,4.02,2.33,268.5,2026-06-07 08:30:00
2026-06-07 04:00:00,Guwahati,26.1445,91.7362,31.75,59.06,4.86,2.57,275.6,2026-06-07 09:30:00
2026-06-07 05:00:00,Guwahati,26.1445,91.7362,32.08,57.95,8.48,2.68,282.3,2026-06-07 10:30:00
2026-06-07 06:00:00,Guwahati,26.1445,91.7362,32.42,57.08,5.85,2.56,278.5,2026-06-07 11:30:00
2026-06-07 07:00:00,Guwahati,26.1445,91.7362,32.67,56.17,5.09,2.64,267.0,2026-06-07 12:30:00
2026-06-07 08:00:00,Guwahati,26.1445,91.7362,32.99,55.1,3.93,2.88,253.6,2026-06-07 13:30:00
2026-06-07 09:00:00,Guwahati,26.1445,91.7362,32.84,55.48,4.58,3.17,243.2,2026-06-07 14:30:00
2026-06-07 10:00:00,Guwahati,26.1445,91.7362,31.84,60.14,16.05,3.18,241.7,2026-06-07 15:30:00
2026-06-07 11:00:00,Guwahati,26.1445,91.7362,30.42,69.66,7.74,2.36,242.8,2026-06-07 16:30:00
2026-06-07 12:00:00,Guwahati,26.1445,91.7362,28.88,80.77,7.51,1.66,238.8,2026-06-07 17:30:00
2026-06-07 13:00:00,Guwahati,26.1445,91.7362,27.65,86.08,12.07,1.73,225.0,2026-06-07 18:30:00
2026-06-07 14:00:00,Guwahati,26.1445,91.7362,26.96,87.03,32.51,2.01,210.8,2026-06-07 19:30:00
2026-06-07 15:00:00,Guwahati,26.1445,91.7362,26.31,86.88,49.85,2.66,205.1,2026-06-07 20:30:00
2026-06-07 16:00:00,Guwahati,26.1445,91.7362,25.67,88.0,11.66,2.86,204.8,2026-06-07 21:30:00
2026-06-07 17:00:00,Guwahati,26.1445,91.7362,25.14,89.04,3.5,2.72,206.7,2026-06-07 22:30:00
2026-06-07 18:00:00,Guwahati,26.1445,91.7362,24.66,90.49,4.96,2.63,208.4,2026-06-07 23:30:00
2026-06-07 19:00:00,Guwahati,26.1445,91.7362,24.24,92.28,1.27,2.38,208.6,2026-06-08 00:30:00
2026-06-07 20:00:00,Guwahati,26.1445,91.7362,23.9,93.65,0.34,2.13,208.4,2026-06-08 01:30:00
2026-06-07 21:00:00,Guwahati,26.1445,91.7362,23.65,94.76,0.37,1.92,208.7,2026-06-08 02:30:00
2026-06-07 22:00:00,Guwahati,26.1445,91.7362,23.46,95.5,0.23,1.76,213.0,2026-06-08 03:30:00
2026-06-07 23:00:00,Guwahati,26.1445,91.7362,23.52,95.79,0.28,1.58,224.7,2026-06-08 04:30:00
2026-06-08 00:00:00,Guwahati,26.1445,91.7362,24.8,89.98,0.25,2.12,239.5,2026-06-08 05:30:00
2026-06-08 01:00:00,Guwahati,26.1445,91.7362,26.26,82.46,0.12,2.66,245.6,2026-06-08 06:30:00
2026-06-08 02:00:00,Guwahati,26.1445,91.7362,28.0,73.52,1.64,2.91,250.5,2026-06-08 07:30:00
2026-06-08 03:00:00,Guwahati,26.1445,91.7362,29.36,66.98,4.55,2.91,255.2,2026-06-08 08:30:00
2026-06-08 04:00:00,Guwahati,26.1445,91.7362,30.49,62.84,4.73,2.94,255.6,2026-06-08 09:30:00
2026-06-08 05:00:00,Guwahati,26.1445,91.7362,31.6,59.28,4.43,2.94,254.0,2026-06-08 10:30:00
2026-06-08 06:00:00,Guwahati,26.1445,91.7362,32.49,56.56,3.16,3.05,254.2,2026-06-08 11:30:00
2026-06-08 07:00:00,Guwahati,26.1445,91.7362,32.96,55.0,2.14,3.21,251.3,2026-06-08 12:30:00
2026-06-08 08:00:00,Guwahati,26.1445,91.7362,32.84,55.13,1.07,3.29,246.9,2026-06-08 13:30:00
2026-06-08 09:00:00,Guwahati,26.1445,91.7362,32.59,55.86,3.16,3.27,243.7,2026-06-08 14:30:00
2026-06-08 10:00:00,Guwahati,26.1445,91.7362,31.91,58.73,8.69,3.07,242.3,2026-06-08 15:30:00
2026-06-08 11:00:00,Guwahati,26.1445,91.7362,30.72,66.81,5.18,2.3,243.7,2026-06-08 16:30:00
2026-06-08 12:00:00,Guwahati,26.1445,91.7362,29.11,78.85,5.21,1.63,242.2,2026-06-08 17:30:00
2026-06-08 13:00:00,Guwahati,26.1445,91.7362,27.88,83.32,2.28,1.68,234.7,2026-06-08 18:30:00
2026-06-08 14:00:00,Guwahati,26.1445,91.7362,27.41,83.14,1.11,1.48,217.3,2026-06-08 19:30:00
2026-06-08 15:00:00,Guwahati,26.1445,91.7362,26.96,83.77,1.82,1.43,190.4,2026-06-08 20:30:00
2026-06-08 16:00:00,Guwahati,26.1445,91.7362,26.17,87.23,4.63,1.66,175.9,2026-06-08 21:30:00
2026-06-08 17:00:00,Guwahati,26.1445,91.7362,25.55,89.29,7.49,1.81,175.2,2026-06-08 22:30:00
2026-06-08 18:00:00,Guwahati,26.1445,91.7362,25.07,90.52,9.61,1.86,181.2,2026-06-08 23:30:00
2026-06-08 19:00:00,Guwahati,26.1445,91.7362,24.65,91.4,7.93,1.94,191.0,2026-06-09 00:30:00
2026-06-08 20:00:00,Guwahati,26.1445,91.7362,24.22,92.16,6.63,2.0,198.6,2026-06-09 01:30:00
2026-06-08 21:00:00,Guwahati,26.1445,91.7362,23.87,92.92,7.9,2.05,205.1,2026-06-09 02:30:00
2026-06-08 22:00:00,Guwahati,26.1445,91.7362,23.68,93.54,9.2,1.97,209.2,2026-06-09 03:30:00
2026-06-08 23:00:00,Guwahati,26.1445,91.7362,23.7,94.1,8.82,1.81,212.1,2026-06-09 04:30:00
2026-06-09 00:00:00,Guwahati,26.1445,91.7362,24.43,91.01,2.69,2.17,213.3,2026-06-09 05:30:00
2026-06-09 01:00:00,Guwahati,26.1445,91.7362,25.38,87.17,1.17,2.46,217.1,2026-06-09 06:30:00
2026-06-09 02:00:00,Guwahati,26.1445,91.7362,26.87,79.54,0.52,2.74,224.0,2026-06-09 07:30:00
2026-06-09 03:00:00,Guwahati,26.1445,91.7362,28.98,68.91,0.86,2.86,235.3,2026-06-09 08:30:00
2026-06-09 04:00:00,Guwahati,26.1445,91.7362,30.81,61.29,3.47,2.96,248.8,2026-06-09 09:30:00
2026-06-09 05:00:00,Guwahati,26.1445,91.7362,32.01,56.76,3.93,3.26,257.1,2026-06-09 10:30:00
2026-06-09 06:00:00,Guwahati,26.1445,91.7362,32.62,54.3,4.95,3.53,259.1,2026-06-09 11:30:00
2026-06-09 07:00:00,Guwahati,26.1445,91.7362,32.57,54.09,4.83,3.72,255.7,2026-06-09 12:30:00
2026-06-09 08:00:00,Guwahati,26.1445,91.7362,32.58,53.92,3.28,3.7,250.2,2026-06-09 13:30:00
2026-06-09 09:00:00,Guwahati,26.1445,91.7362,32.46,54.24,2.0,3.52,244.7,2026-06-09 14:30:00
2026-06-09 10:00:00,Guwahati,26.1445,91.7362,31.83,57.37,0.63,2.99,240.8,2026-06-09 15:30:00
2026-06-09 11:00:00,Guwahati,26.1445,91.7362,30.76,63.98,2.84,2.18,236.0,2026-06-09 16:30:00
2026-06-09 12:00:00,Guwahati,26.1445,91.7362,29.07,77.99,9.83,1.34,220.5,2026-06-09 17:30:00
2026-06-09 13:00:00,Guwahati,26.1445,91.7362,27.61,85.31,11.68,1.49,198.4,2026-06-09 18:30:00
2026-06-09 14:00:00,Guwahati,26.1445,91.7362,26.77,87.15,4.77,1.73,187.7,2026-06-09 19:30:00
2026-06-09 15:00:00,Guwahati,26.1445,91.7362,26.16,88.59,2.13,1.88,181.8,2026-06-09 20:30:00
2026-06-09 16:00:00,Guwahati,26.1445,91.7362,25.61,89.81,0.87,1.99,183.5,2026-06-09 21:30:00
2026-06-09 17:00:00,Guwahati,26.1445,91.7362,25.13,90.95,0.82,2.06,186.7,2026-06-09 22:30:00
2026-06-09 18:00:00,Guwahati,26.1445,91.7362,24.7,92.15,0.74,2.11,191.2,2026-06-09 23:30:00
2026-06-09 19:00:00,Guwahati,26.1445,91.7362,24.33,93.39,0.57,2.12,197.8,2026-06-10 00:30:00
2026-06-09 20:00:00,Guwahati,26.1445,91.7362,24.02,94.56,0.58,2.08,207.8,2026-06-10 01:30:00
2026-06-09 21:00:00,Guwahati,26.1445,91.7362,23.88,95.52,0.72,2.0,222.6,2026-06-10 02:30:00
2026-06-09 22:00:00,Guwahati,26.1445,91.7362,23.85,96.45,2.02,1.88,237.2,2026-06-10 03:30:00
2026-06-09 23:00:00,Guwahati,26.1445,91.7362,23.99,97.01,2.6,1.59,249.4,2026-06-10 04:30:00
2026-06-10 00:00:00,Guwahati,26.1445,91.7362,25.3,93.3,3.34,1.38,258.3,2026-06-10 05:30:00
2026-06-10 01:00:00,Guwahati,26.1445,91.7362,26.97,85.45,1.34,1.5,252.2,2026-06-10 06:30:00
2026-06-10 02:00:00,Guwahati,26.1445,91.7362,28.9,73.96,2.47,1.99,243.7,2026-06-10 07:30:00
2026-06-10 03:00:00,Guwahati,26.1445,91.7362,30.46,65.36,2.97,2.59,244.8,2026-06-10 08:30:00
2026-06-10 04:00:00,Guwahati,26.1445,91.7362,31.57,59.87,4.87,3.08,246.0,2026-06-10 09:30:00
2026-06-10 05:00:00,Guwahati,26.1445,91.7362,32.43,56.51,5.04,3.6,246.9,2026-06-10 10:30:00
2026-06-10 06:00:00,Guwahati,26.1445,91.7362,33.07,54.07,3.86,3.85,247.4,2026-06-10 11:30:00
2026-06-10 07:00:00,Guwahati,26.1445,91.7362,33.33,53.03,2.71,4.02,246.1,2026-06-10 12:30:00
2026-06-10 08:00:00,Guwahati,26.1445,91.7362,33.28,52.88,1.48,4.1,243.6,2026-06-10 13:30:00
2026-06-10 09:00:00,Guwahati,26.1445,91.7362,32.8,54.5,3.19,4.01,240.2,2026-06-10 14:30:00
2026-06-10 10:00:00,Guwahati,26.1445,91.7362,31.74,59.05,10.73,3.61,235.8,2026-06-10 15:30:00
2026-06-10 11:00:00,Guwahati,26.1445,91.7362,30.3,66.69,11.91,2.97,229.0,2026-06-10 16:30:00
2026-06-10 12:00:00,Guwahati,26.1445,91.7362,28.47,76.74,11.56,2.21,221.0,2026-06-10 17:30:00
2026-06-10 13:00:00,Guwahati,26.1445,91.7362,27.02,83.77,5.68,2.02,209.0,2026-06-10 18:30:00
2026-06-10 14:00:00,Guwahati,26.1445,91.7362,26.23,86.08,5.03,2.11,197.7,2026-06-10 19:30:00
2026-06-10 15:00:00,Guwahati,26.1445,91.7362,25.64,87.64,4.03,2.2,191.0,2026-06-10 20:30:00
2026-06-10 16:00:00,Guwahati,26.1445,91.7362,25.15,89.33,2.28,2.14,190.5,2026-06-10 21:30:00
2026-06-10 17:00:00,Guwahati,26.1445,91.7362,24.72,91.12,2.56,1.98,195.0,2026-06-10 22:30:00
2026-06-10 18:00:00,Guwahati,26.1445,91.7362,24.36,92.38,3.78,1.84,203.1,2026-06-10 23:30:00
2026-06-10 19:00:00,Guwahati,26.1445,91.7362,24.04,93.29,5.11,1.7,212.3,2026-06-11 00:30:00
2026-06-10 20:00:00,Guwahati,26.1445,91.7362,23.82,93.41,1.8,1.5,220.1,2026-06-11 01:30:00
2026-06-10 21:00:00,Guwahati,26.1445,91.7362,23.66,93.01,0.64,1.3,228.7,2026-06-11 02:30:00
2026-06-10 22:00:00,Guwahati,26.1445,91.7362,23.45,92.99,0.41,1.26,235.7,2026-06-11 03:30:00
2026-06-10 23:00:00,Guwahati,26.1445,91.7362,23.37,93.7,0.19,1.24,238.9,2026-06-11 04:30:00
2026-06-11 00:00:00,Guwahati,26.1445,91.7362,24.59,89.43,0.0,1.49,243.8,2026-06-11 05:30:00
2026-06-11 01:00:00,Guwahati,26.1445,91.7362,26.29,79.76,0.01,1.93,255.3,2026-06-11 06:30:00
2026-06-11 02:00:00,Guwahati,26.1445,91.7362,28.36,67.91,1.4,2.01,271.7,2026-06-11 07:30:00
2026-06-11 03:00:00,Guwahati,26.1445,91.7362,29.77,61.29,2.7,1.91,289.9,2026-06-11 08:30:00
2026-06-11 04:00:00,Guwahati,26.1445,91.7362,31.09,56.5,2.15,1.83,295.9,2026-06-11 09:30:00
2026-06-11 05:00:00,Guwahati,26.1445,91.7362,32.2,52.33,1.89,1.88,295.9,2026-06-11 10:30:00
2026-06-11 06:00:00,Guwahati,26.1445,91.7362,32.9,49.34,0.78,2.01,293.1,2026-06-11 11:30:00
2026-06-11 07:00:00,Guwahati,26.1445,91.7362,33.51,47.07,1.37,2.18,289.3,2026-06-11 12:30:00
2026-06-11 08:00:00,Guwahati,26.1445,91.7362,33.47,47.21,1.99,2.35,288.6,2026-06-11 13:30:00
2026-06-11 09:00:00,Guwahati,26.1445,91.7362,33.02,48.94,2.65,2.31,290.2,2026-06-11 14:30:00
2026-06-11 10:00:00,Guwahati,26.1445,91.7362,32.15,53.62,6.29,2.07,292.7,2026-06-11 15:30:00
2026-06-11 11:00:00,Guwahati,26.1445,91.7362,30.84,60.41,11.66,1.89,299.6,2026-06-11 16:30:00
2026-06-11 12:00:00,Guwahati,26.1445,91.7362,28.82,76.15,14.36,1.36,311.4,2026-06-11 17:30:00
2026-06-11 13:00:00,Guwahati,26.1445,91.7362,27.43,85.0,10.57,1.25,326.1,2026-06-11 18:30:00
2026-06-11 14:00:00,Guwahati,26.1445,91.7362,26.91,85.46,4.56,1.04,350.6,2026-06-11 19:30:00
2026-06-11 15:00:00,Guwahati,26.1445,91.7362,26.53,85.3,0.92,0.84,39.2,2026-06-11 20:30:00
2026-06-11 16:00:00,Guwahati,26.1445,91.7362,26.0,87.41,1.74,1.02,87.2,2026-06-11 21:30:00
2026-06-11 17:00:00,Guwahati,26.1445,91.7362,25.37,90.14,3.72,1.27,98.1,2026-06-11 22:30:00
2026-06-11 18:00:00,Guwahati,26.1445,91.7362,24.78,92.36,6.08,1.43,96.0,2026-06-11 23:30:00
2026-06-11 19:00:00,Guwahati,26.1445,91.7362,24.33,93.8,6.51,1.46,91.2,2026-06-12 00:30:00
2026-06-11 20:00:00,Guwahati,26.1445,91.7362,23.95,94.93,5.38,1.46,91.2,2026-06-12 01:30:00
2026-06-11 21:00:00,Guwahati,26.1445,91.7362,23.69,95.76,2.69,1.35,96.4,2026-06-12 02:30:00
2026-06-11 22:00:00,Guwahati,26.1445,91.7362,23.5,96.38,0.65,1.26,104.3,2026-06-12 03:30:00
2026-06-11 23:00:00,Guwahati,26.1445,91.7362,23.47,96.6,0.15,1.14,105.7,2026-06-12 04:30:00
2026-06-12 00:00:00,Guwahati,26.1445,91.7362,24.12,93.7,0.01,1.34,101.2,2026-06-12 05:30:00
2026-06-12 01:00:00,Guwahati,26.1445,91.7362,25.4,86.28,0.02,1.51,90.0,2026-06-12 06:30:00
2026-06-12 02:00:00,Guwahati,26.1445,91.7362,27.37,73.92,2.39,1.63,77.2,2026-06-12 07:30:00
2026-06-12 03:00:00,Guwahati,26.1445,91.7362,29.28,63.86,5.4,1.47,54.7,2026-06-12 08:30:00
2026-06-12 04:00:00,Guwahati,26.1445,91.7362,30.61,58.45,4.18,1.29,30.4,2026-06-12 09:30:00
2026-06-12 05:00:00,Guwahati,26.1445,91.7362,31.64,55.02,4.07,1.33,0.0,2026-06-12 10:30:00
2026-06-12 06:00:00,Guwahati,26.1445,91.7362,32.45,52.8,6.34,1.65,332.2,2026-06-12 11:30:00
